name,mp,pp,claims,claim_mistakes,weighted_claim_mistakes,leads,lead_mistakes,weighted_lead_mistakes,cards_played_as_declarer,play_mistakes_as_declarer,weighted_play_mistakes_as_declarer,cards_played_as_defender,play_mistakes_as_defender,weighted_play_mistakes_as_defender,auctions_analyzed,defender_missed_current_double,weighted_defender_missed_current_double,defender_erroneously_doubled,weighted_defender_erroneously_doubled,defender_missed_higher_contract,weighted_defender_missed_higher_contract,declarer_missed_higher_contract,weighted_declarer_missed_higher_contract,declarer_missed_doubling_opponents_last_bid,weighted_declarer_missed_doubling_opponents_last_bid,declarer_missed_opponents_last_redouble,weighted_declarer_missed_opponents_last_redouble,declarer_missed_redoubling_opponents_erroneous_double,weighted_declarer_missed_redoubling_opponents_erroneous_double,declarer_missed_opponents_last_bid,weighted_declarer_missed_opponents_last_bid,declarer_erroneous_redouble,weighted_declarer_erroneous_redouble,passed_higher_contract,weighted_passed_higher_contract  
George Bilski,39.0,1.5,126,3,180,33,6,1100,633,12,3030,519,15,2340,135,23.0,3550.0,0,0,9.0,2560.0,27.0,10360.0,7.0,3340.0,0,0,2.0,1680.0,3.0,730.0,0,0,0,0
Terry Brown,31.0,1.5,127,4,200,40,7,1170,639,24,2880,525,14,2410,143,18.0,2650.0,0,0,11.0,2640.0,31.0,10380.0,4.0,2760.0,0,0,3.0,2550.0,4.0,820.0,0,0,0,0
Phil Gue,0.0,1.0,58,2,1500,11,2,750,383,15,3350,262,5,550,70,5.0,400.0,0,0,6.0,1760.0,21.0,5620.0,4.0,2260.0,0,0,2.0,1410.0,1.0,90.0,0,0,0,0
Hugh Grosvenor,10.0,0.5,40,2,1500,11,3,760,127,3,390,124,3,700,40,4.0,300.0,0,0,2.0,850.0,15.0,3750.0,3.0,1860.0,0,0,1.0,540.0,0,0,0,0,0,0
Ervin Sagmeister,0.0,0.0,21,1,30,6,2,730,74,3,430,74,2,60,39,12.0,7200.0,0,0,2.0,1020.0,7.0,3010.0,3.0,4660.0,0,0,2.0,1260.0,4.0,970.0,0,0,0,0
Bojan Ambroz,0.0,0.0,35,1,30,11,4,510,145,3,410,125,5,930,58,15.0,7400.0,0,0,3.0,1140.0,11.0,4050.0,4.0,5260.0,1.0,250.0,2.0,1260.0,4.0,970.0,0,0,0,0
Branislav Protega,0.0,0.0,33,2,90,8,0,0,101,6,970,120,5,1020,58,19.0,9100.0,0,0,7.0,1450.0,17.0,4500.0,2.0,730.0,0,0,3.0,1810.0,0,0,0,0,0,0
Tomaz Jemc,0.0,0.0,20,2,530,3,1,540,85,1,30,47,3,630,39,13.0,7550.0,0,0,3.0,470.0,13.0,3150.0,1.0,390.0,0,0,3.0,1810.0,0,0,0,0,0,0
Kyoko Ohno,17.0,0.0,142,2,1070,33,5,190,651,23,1900,484,9,1580,205,28.0,6450.0,0,0,10.0,4160.0,54.0,17680.0,18.0,9490.0,0,0,6.0,5290.0,2.0,1670.0,0,0,0,0
Akihiko Yamada,17.0,0.0,131,6,320,37,7,220,522,11,1560,532,13,2080,188,31.0,7400.0,0,0,10.0,3590.0,44.0,14820.0,15.0,8790.0,0,0,6.0,4940.0,2.0,1670.0,0,0,0,0
Masayuki Ino,114.0,1.5,709,13,520,204,35,5750,3365,104,22230,2703,69,10790,771,111.0,15550.0,1.0,520.0,77.0,21850.0,168.0,63500.0,63.0,28880.0,0,0,21.0,17490.0,8.0,2970.0,0,0,3,270
Tadashi Imakura,102.0,1.0,534,7,560,146,22,2760,1966,44,7180,2223,54,4910,571,85.0,12900.0,1.0,520.0,64.0,17620.0,107.0,38180.0,45.0,20230.0,0,0,21.0,18510.0,4.0,1440.0,0,0,3,270
Manuel Escude,0.0,0.0,59,0,0,12,3,360,208,7,1350,273,10,1120,59,9.0,1500.0,0,0,9.0,1710.0,9.0,3760.0,5.0,2120.0,0,0,0,0,1.0,480.0,0,0,0,0
Rajeshwar Tewari,1025.0,2.5,98,1,100,21,4,880,403,14,2090,337,5,1640,100,10.0,1600.0,0,0,10.0,2220.0,25.0,6470.0,6.0,1270.0,0,0,1.0,400.0,2.0,600.0,0,0,1,70
Juan Pont,21.0,0.0,72,4,1750,17,1,30,347,18,2900,189,1,30,76,6.0,850.0,0,0,8.0,1860.0,23.0,5340.0,9.0,5260.0,0,0,4.0,2910.0,0,0,0,0,0,0
Ashok Ruia,0.0,0.0,121,6,480,35,8,2150,378,13,2770,448,14,1270,130,17.0,1850.0,0,0,14.0,3390.0,25.0,8930.0,13.0,6280.0,0,0,4.0,2440.0,1.0,390.0,0,0,2,190
Javier Graupera,3.0,0.0,83,4,1730,15,5,590,350,9,1170,233,7,720,87,8.0,1000.0,0,0,8.0,1860.0,24.0,5590.0,9.0,5260.0,0,0,4.0,2910.0,0,0,0,0,0,0
Brian Mace,2.0,0.5,38,2,320,12,4,940,121,4,1400,142,2,200,39,10.0,1600.0,0,0,2.0,330.0,5.0,1000.0,5.0,4460.0,0,0,1.0,290.0,1.0,300.0,0,0,0,0
Boris Baran,16.0,4.0,159,3,160,44,6,1090,685,26,3530,564,16,2280,160,25.0,4300.0,0,0,9.0,1950.0,32.0,10320.0,12.0,5410.0,0,0,5.0,3410.0,4.0,890.0,0,0,1,140
Carlos Teixeira,0.0,0.0,39,1,20,14,5,420,77,3,90,162,1,30,39,10.0,1800.0,0,0,2.0,550.0,9.0,1830.0,0,0,0,0,1.0,710.0,0,0,0,0,0,0
Jose A. Debonnaire,51.0,0.0,39,1,200,12,4,890,79,1,100,167,2,800,39,10.0,1800.0,0,0,2.0,550.0,9.0,1830.0,0,0,0,0,1.0,710.0,0,0,0,0,0,0
Rui Pinto,4.0,0.0,184,5,730,60,8,1080,501,14,2280,792,22,2110,192,36.0,5750.0,1.0,170.0,22.0,4430.0,33.0,11330.0,10.0,6410.0,0,0,6.0,4220.0,1.0,170.0,0,0,1,80
Jean Pierre Lafourcade,0.0,0.0,143,4,1010,46,11,2340,279,8,560,647,11,2030,147,23.0,4700.0,1.0,170.0,19.0,4200.0,25.0,6590.0,6.0,1730.0,0,0,4.0,3140.0,2.0,80.0,0,0,2,140
Alain Moulart,0.0,0.0,137,3,260,38,14,800,532,17,4930,628,16,4010,138,20.0,4250.0,1.0,170.0,18.0,4020.0,25.0,6590.0,6.0,1730.0,0,0,4.0,3140.0,2.0,80.0,0,0,1,70
Philippe Coenraets,174.0,0.0,353,4,620,92,15,4080,1896,58,8870,1359,33,4100,395,51.0,8050.0,1.0,570.0,28.0,6830.0,82.0,32180.0,29.0,14470.0,0,0,4.0,2870.0,13.0,3220.0,0,0,0,0
Zvi Engel,63.0,0.0,155,3,100,34,8,1310,763,27,5720,452,10,1300,156,17.0,3400.0,0,0,9.0,1930.0,33.0,12190.0,17.0,7380.0,0,0,1.0,1360.0,4.0,620.0,0,0,0,0
Ding Ming Yen,10.0,0.5,70,2,60,16,1,30,327,4,160,245,3,920,72,12.0,2550.0,0,0,8.0,1960.0,17.0,5110.0,2.0,450.0,0,0,0,0,2.0,320.0,0,0,0,0
Pierre Adad,27.0,1.0,20,0,0,7,3,80,67,0,0,63,0,0,40,8.0,8900.0,0,0,2.0,250.0,14.0,4150.0,3.0,2180.0,0,0,1.0,170.0,2.0,360.0,0,0,0,0
Nezih Kubac,0.0,0.0,117,2,470,38,8,1800,377,6,1470,540,18,2020,135,30.0,12250.0,0,0,14.0,2770.0,21.0,8500.0,12.0,9510.0,0,0,1.0,940.0,2.0,590.0,0,0,0,0
Maurice Aujaleu,354.0,1.0,20,1,30,2,2,230,70,1,530,64,3,90,40,8.0,8900.0,0,0,2.0,250.0,14.0,4150.0,3.0,2180.0,0,0,1.0,170.0,2.0,360.0,0,0,0,0
Mehmet Ali Ince,0.0,0.0,112,2,60,30,6,1030,508,9,760,323,9,2550,133,21.0,7050.0,0,0,11.0,2220.0,35.0,12440.0,11.0,7160.0,0,0,1.0,290.0,2.0,910.0,0,0,1,110
Mesut Karadeniz,0.0,0.0,96,2,480,16,4,950,410,14,1840,299,9,1230,96,12.0,2200.0,0,0,8.0,1110.0,25.0,8850.0,10.0,4900.0,0,0,0,0,0,0,0,0,0,0
Bernhard Ludewig,878.0,3.0,291,11,660,80,11,1610,1172,33,7260,1015,20,3160,340,54.0,16700.0,0,0,24.0,6890.0,68.0,24150.0,25.0,12860.0,0,0,7.0,2470.0,5.0,1250.0,0,0,1,110
Michael Strafner,28.0,1.0,135,2,60,32,11,4330,629,12,2270,461,8,2550,136,16.0,2350.0,0,0,14.0,3840.0,38.0,11660.0,17.0,6050.0,0,0,0,0,2.0,500.0,0,0,0,0
Kurt Feichtinger,0.0,3.0,155,2,60,31,3,90,745,17,2500,500,12,2000,156,16.0,2350.0,0,0,15.0,3990.0,41.0,12370.0,20.0,8600.0,0,0,2.0,580.0,3.0,710.0,0,0,0,0
George Smolanko,3.0,0.0,40,0,0,10,2,570,179,6,1550,126,2,60,40,3.0,400.0,0,0,6.0,2410.0,14.0,4910.0,2.0,1800.0,0,0,0,0,1.0,480.0,0,0,0,0
Franz Terraneo,66.0,9.5,172,4,400,41,12,1240,664,21,3910,507,6,600,196,23.0,10450.0,0,0,12.0,2350.0,53.0,21510.0,17.0,12830.0,0,0,5.0,-1360.0,3.0,880.0,0,0,1,130
David Middleton,0.0,0.0,40,0,0,9,2,750,102,6,1400,125,5,400,40,3.0,400.0,0,0,6.0,2410.0,14.0,4910.0,2.0,1800.0,0,0,0,0,1.0,480.0,0,0,0,0
David Greenwood,0.0,0.0,205,4,1140,44,9,2870,892,27,5340,591,9,280,322,44.0,11100.0,1.0,170.0,29.0,9450.0,81.0,26180.0,27.0,11050.0,0,0,5.0,4000.0,8.0,2140.0,0,0,1,110
Rex Anderson,0.0,0.0,220,5,1170,51,10,1880,835,30,7530,646,12,1640,337,44.0,11150.0,1.0,170.0,34.0,10680.0,84.0,27950.0,29.0,12610.0,0,0,5.0,4000.0,7.0,1940.0,0,0,1,110
Javaid Miran Ahmed,4.0,0.0,147,3,770,42,13,1820,610,16,2290,614,11,1510,154,26.0,3650.0,1.0,170.0,11.0,3070.0,34.0,11530.0,11.0,5940.0,0,0,3.0,1570.0,3.0,840.0,0,0,3,290
Geza Homonnay,5.0,0.0,257,10,610,70,19,3360,1065,36,6270,809,19,2880,306,47.0,7150.0,1.0,200.0,30.0,9900.0,66.0,25350.0,24.0,12670.0,0,0,4.0,3140.0,7.0,3220.0,0,0,1,140
John Gowdy,0.0,0.0,174,6,790,41,6,1320,738,37,8350,531,10,1610,174,23.0,3450.0,1.0,520.0,14.0,2240.0,41.0,13610.0,16.0,6840.0,0,0,5.0,3450.0,4.0,1190.0,0,0,0,0
Tamas Nikolits,5.0,0.0,37,3,780,5,1,30,157,5,710,83,1,100,38,4.0,850.0,0,0,2.0,1070.0,8.0,2920.0,4.0,1380.0,0,0,0,0,0,0,0,0,1,140
Gyorgy Szasz,0.0,0.0,40,1,140,14,2,730,142,4,150,155,4,120,40,6.0,750.0,0,0,5.0,690.0,4.0,1490.0,5.0,2230.0,0,0,0,0,1.0,690.0,0,0,0,0
Peter Gal,0.0,0.0,129,5,930,30,6,1510,545,14,1950,389,13,2070,130,16.0,2400.0,0,0,14.0,3520.0,28.0,9550.0,12.0,6330.0,0,0,1.0,1380.0,5.0,2240.0,0,0,0,0
Jian Hua Pan,0.0,0.0,79,3,230,27,5,1240,313,8,780,364,8,540,79,18.0,3500.0,0,0,7.0,4280.0,13.0,2640.0,3.0,1690.0,0,0,0,0,2.0,730.0,0,0,0,0
Jorge Santos,0.0,0.0,39,2,80,8,2,890,202,3,780,142,0,0,39,9.0,2150.0,0,0,1.0,80.0,4.0,760.0,6.0,3000.0,0,0,1.0,580.0,0,0,0,0,0,0
Wei Li Zhang,0.0,0.0,79,3,230,22,11,2800,120,2,80,370,8,640,79,18.0,3500.0,0,0,7.0,4280.0,13.0,2640.0,3.0,1690.0,0,0,0,0,2.0,730.0,0,0,0,0
J. Zhou,0.0,0.0,69,3,560,9,2,190,359,10,1300,183,3,250,73,11.0,1700.0,0,0,2.0,480.0,21.0,6960.0,7.0,1500.0,0,0,2.0,580.0,2.0,140.0,0,0,0,0
Marco Sasselli,3.0,0.0,88,1,30,31,8,1020,391,8,2790,352,12,1750,98,10.0,1350.0,0,0,10.0,2090.0,21.0,6070.0,8.0,5060.0,1.0,90.0,1.0,1010.0,1.0,50.0,0,0,1,130
Roy Kienast,0.0,0.0,39,1,100,11,4,1610,83,4,670,182,4,320,39,7.0,900.0,0,0,3.0,1190.0,6.0,1560.0,3.0,1910.0,0,0,0,0,0,0,0,0,0,0
Sigurdur Sverrisson,0.0,0.0,193,7,480,39,10,2080,816,24,4810,678,14,1030,197,33.0,5950.0,0,0,8.0,1970.0,57.0,20540.0,15.0,9700.0,0,0,5.0,5140.0,1.0,350.0,0,0,0,0
Fritz Kubak,2.0,4.0,199,8,1000,58,9,3670,629,24,4400,674,23,2560,223,40.0,7600.0,0,0,22.0,4760.0,52.0,16690.0,12.0,5140.0,0,0,4.0,-1920.0,2.0,580.0,0,0,0,0
Jan Fucik,16.0,9.0,234,9,1880,62,10,4030,872,34,6780,863,24,3560,260,52.0,8800.0,0,0,20.0,4780.0,59.0,19140.0,17.0,8340.0,1.0,500.0,2.0,980.0,3.0,690.0,0,0,0,0
Roberto Mello,29.0,15.5,95,9,840,18,6,810,419,10,1490,226,6,840,98,7.0,1000.0,0,0,4.0,960.0,28.0,13670.0,15.0,4340.0,1.0,70.0,3.0,1840.0,0,0,0,0,1,110
Nancy Gerson,4.0,0.0,39,5,600,9,0,0,185,7,2650,159,4,300,40,2.0,150.0,0,0,5.0,1140.0,10.0,3950.0,3.0,1640.0,0,0,0,0,0,0,0,0,0,0
Alicia Duran,31.0,0.0,40,5,510,10,2,60,152,4,250,183,2,270,40,8.0,1150.0,0,0,3.0,760.0,5.0,1400.0,4.0,830.0,0,0,0,0,0,0,0,0,0,0
Gonzalo Herrera (Snr ),15.0,0.0,40,5,510,15,2,760,103,5,350,174,4,790,40,8.0,1150.0,0,0,3.0,760.0,5.0,1400.0,4.0,830.0,0,0,0,0,0,0,0,0,0,0
Martin Monsegur,15.0,1.5,19,1,970,0,0,0,141,4,780,25,2,460,19,0,0,0,0,2.0,140.0,10.0,4140.0,2.0,1200.0,0,0,0,0,0,0,0,0,0,0
Eduardo Scanavino,0.0,2.5,57,3,110,15,2,130,228,5,710,223,4,1120,60,12.0,1850.0,0,0,5.0,1070.0,12.0,2850.0,8.0,2670.0,0,0,1.0,920.0,1.0,20.0,0,0,0,0
Hector Camberos,205.0,3.5,57,3,110,17,6,910,154,6,380,216,7,1700,60,12.0,1850.0,0,0,5.0,1070.0,12.0,2850.0,8.0,2670.0,0,0,1.0,920.0,1.0,20.0,0,0,0,0
Emmanuel Hadzidakis,3.0,0.0,131,2,80,35,8,1190,397,19,3540,497,9,460,137,20.0,2900.0,0,0,11.0,2560.0,31.0,8240.0,11.0,3420.0,0,0,3.0,2540.0,0,0,0,0,3,310
George Karlaftis,0.0,1.0,131,3,110,37,7,1910,562,22,4610,503,18,2680,137,20.0,2900.0,0,0,11.0,2560.0,31.0,8240.0,11.0,3420.0,0,0,3.0,2540.0,0,0,0,0,3,310
Lucas Zotos,7.0,1.0,381,7,390,107,19,3120,1656,49,6530,1382,37,2500,409,59.0,8850.0,1.0,200.0,35.0,7710.0,97.0,31290.0,27.0,11410.0,1.0,500.0,8.0,5440.0,6.0,950.0,0,0,2,200
Alexander Lambrinos,2.0,1.0,452,18,3240,115,24,4470,1611,57,8410,1666,47,7740,481,66.0,9800.0,1.0,200.0,39.0,9430.0,116.0,37810.0,28.0,11460.0,0,0,11.0,8190.0,6.0,950.0,0,0,2,200
Ashok Kumar Goel,206.0,1.0,78,1,200,20,5,1180,311,10,1390,250,7,1800,80,14.0,2250.0,0,0,10.0,2160.0,16.0,5280.0,9.0,4170.0,0,0,0,0,1.0,650.0,0,0,0,0
Ricardo Poleschi,69.0,0.5,58,1,30,18,1,50,233,9,2100,211,6,430,58,10.0,2150.0,0,0,5.0,1880.0,19.0,5890.0,4.0,3290.0,0,0,1.0,350.0,0,0,0,0,0,0
Jon Aabye,0.0,2.5,79,2,1110,24,5,2020,319,7,1220,240,7,1800,79,11.0,1500.0,0,0,4.0,1080.0,13.0,3870.0,6.0,4500.0,0,0,0,0,1.0,20.0,0,0,0,0
Harald Nordby,0.0,2.5,79,2,1110,16,3,110,358,15,3050,252,4,540,79,11.0,1500.0,0,0,4.0,1080.0,13.0,3870.0,6.0,4500.0,0,0,0,0,1.0,20.0,0,0,0,0
Michael Ting,0.0,0.0,51,1,30,11,3,830,173,4,160,222,1,50,55,10.0,1550.0,0,0,5.0,760.0,12.0,2830.0,6.0,4200.0,0,0,1.0,670.0,0,0,0,0,0,0
Patrick Choy,0.0,0.0,43,2,130,10,4,190,185,8,720,149,7,2110,43,7.0,850.0,0,0,6.0,1570.0,8.0,3180.0,6.0,1610.0,0,0,1.0,1380.0,0,0,0,0,0,0
Panayiotis Kannavos,9.0,1.0,519,17,5000,127,28,4100,2011,72,16520,1742,38,4690,529,79.0,14000.0,2.0,250.0,45.0,11480.0,125.0,42710.0,29.0,16970.0,2.0,2100.0,14.0,12540.0,3.0,1720.0,0,0,1,140
Gordon Driver,0.0,0.5,60,2,60,11,2,60,237,11,1370,163,5,430,60,5.0,850.0,0,0,4.0,840.0,18.0,3770.0,6.0,2830.0,0,0,3.0,1640.0,0,0,0,0,0,0
Tim Cope,116.0,3.0,98,3,1060,23,7,1480,283,8,3280,340,15,1900,104,15.0,2400.0,1.0,170.0,3.0,550.0,24.0,8940.0,4.0,2130.0,0,0,4.0,2120.0,3.0,200.0,0,0,0,0
George Awad,0.0,0.0,110,2,60,30,7,2420,411,10,2500,385,8,2160,116,16.0,2150.0,0,0,9.0,3220.0,32.0,9650.0,10.0,5240.0,0,0,0,0,2.0,300.0,0,0,1,90
Tufail Shaikh,0.0,0.5,19,0,0,3,0,0,4,0,0,115,2,60,20,3.0,200.0,0,0,1.0,520.0,4.0,1700.0,1.0,110.0,0,0,0,0,0,0,0,0,1,120
Jihong Hu,10.0,0.0,56,2,730,10,4,1070,231,7,1130,166,7,1260,58,8.0,1050.0,0,0,4.0,630.0,15.0,2640.0,8.0,1940.0,0,0,2.0,1780.0,0,0,0,0,1,70
Hongjun Xu,0.0,0.0,81,0,0,18,4,1000,310,10,1110,237,5,220,84,12.0,2350.0,0,0,4.0,630.0,22.0,6020.0,12.0,3490.0,0,0,2.0,1780.0,0,0,0,0,1,70
Claudio Varela,57.0,1.0,19,2,130,3,0,0,40,1,20,43,1,720,20,2.0,300.0,0,0,1.0,570.0,6.0,1590.0,2.0,850.0,0,0,0,0,0,0,0,0,0,0
Victor Arlazarov,0.0,0.0,38,2,60,5,2,770,122,5,1670,117,4,400,39,5.0,550.0,0,0,0,0,4.0,1680.0,5.0,2920.0,0,0,1.0,430.0,0,0,0,0,1,110
Peter Marstrander,15.0,0.0,134,2,220,30,7,2500,567,18,4380,454,13,1840,135,17.0,3350.0,1.0,170.0,10.0,1690.0,40.0,14710.0,13.0,7150.0,0,0,2.0,-1350.0,2.0,450.0,0,0,0,0
Jan Trollvik,0.0,0.0,134,3,520,30,10,590,629,29,4420,453,15,2040,135,17.0,3350.0,1.0,170.0,10.0,1690.0,40.0,14710.0,13.0,7150.0,0,0,2.0,-1350.0,2.0,450.0,0,0,0,0
Henry Mansell,4.0,1.0,72,2,110,23,4,120,294,10,1140,221,7,690,72,6.0,1450.0,1.0,170.0,4.0,720.0,17.0,5930.0,3.0,1720.0,0,0,3.0,3020.0,1.0,90.0,0,0,0,0
Karic Chiu,20.0,0.5,77,3,350,23,5,1260,270,6,400,359,13,5080,96,27.0,11450.0,0,0,6.0,1960.0,21.0,7450.0,6.0,1510.0,0,0,0,0,0,0,0,0,0,0
Nelson Hsi,0.0,0.0,20,1,30,8,3,760,26,0,0,90,3,160,20,5.0,850.0,0,0,1.0,240.0,6.0,1920.0,0,0,0,0,0,0,0,0,0,0,0,0
Amadeo Llopart,0.0,0.0,39,0,0,5,0,0,177,4,980,164,5,370,40,6.0,1600.0,0,0,7.0,1850.0,5.0,1110.0,2.0,1800.0,0,0,0,0,0,0,0,0,1,90
Guy Van Middelem,29.0,0.0,195,9,2030,50,12,2620,509,10,880,643,13,1540,203,31.0,4750.0,0,0,19.0,4960.0,44.0,14600.0,17.0,6890.0,0,0,3.0,2820.0,3.0,1760.0,0,0,2,260
Michel Bolle,0.0,0.0,18,0,0,5,1,30,88,6,920,83,2,60,25,1.0,100.0,0,0,1.0,40.0,4.0,470.0,6.0,2590.0,0,0,1.0,700.0,0,0,0,0,0,0
Branko Spiljak,0.0,0.0,90,6,1760,32,4,180,372,14,3440,309,10,880,97,12.0,2250.0,0,0,11.0,4290.0,20.0,7080.0,7.0,3200.0,0,0,4.0,1610.0,1.0,390.0,0,0,2,200
Zoran Vukelic,0.0,0.0,19,0,0,5,3,790,6,0,0,66,2,520,19,2.0,500.0,0,0,4.0,2080.0,3.0,840.0,2.0,550.0,0,0,1.0,290.0,0,0,0,0,0,0
Petar Ljubicic,0.0,0.0,19,0,0,3,2,60,68,4,400,54,1,480,20,2.0,150.0,0,0,1.0,120.0,3.0,980.0,4.0,3220.0,0,0,1.0,1140.0,1.0,70.0,0,0,0,0
Miljenko Brkljacic,0.0,0.0,19,0,0,4,1,30,104,3,150,54,0,0,20,2.0,150.0,0,0,1.0,120.0,3.0,980.0,4.0,3220.0,0,0,1.0,1140.0,1.0,70.0,0,0,0,0
Dominique Gerin,326.0,4.0,44,0,0,19,4,130,106,3,180,223,6,1100,49,11.0,2250.0,0,0,4.0,830.0,10.0,5050.0,4.0,2740.0,0,0,0,0,1.0,10.0,0,0,0,0
Jean Pierre Bouveresse,115.0,2.0,30,0,0,6,2,60,254,8,1250,127,2,240,34,5.0,1050.0,0,0,0,0,10.0,4890.0,3.0,2700.0,0,0,0,0,0,0,0,0,0,0
Paul Benichou,0.0,0.0,39,2,1290,11,3,500,165,10,1750,165,8,1770,39,6.0,900.0,0,0,3.0,260.0,9.0,2310.0,3.0,1590.0,0,0,2.0,1170.0,0,0,0,0,0,0
Jean Claude Pelletier,259.0,2.5,50,1,600,13,1,20,164,6,430,228,15,2410,53,14.0,2750.0,0,0,4.0,600.0,11.0,2720.0,5.0,1190.0,0,0,2.0,1170.0,1.0,10.0,0,0,0,0
Olavi Kivipensas,0.0,0.0,58,3,180,21,5,640,113,5,1730,192,3,390,59,10.0,1750.0,0,0,7.0,1970.0,17.0,8110.0,3.0,920.0,0,0,1.0,410.0,0,0,0,0,0,0
Seiya Shimizu,0.0,0.0,36,2,80,4,1,30,132,3,480,75,7,970,36,3.0,500.0,0,0,0,0,16.0,5620.0,4.0,1100.0,0,0,0,0,0,0,0,0,0,0
Takahiko Hirata,13.0,0.5,44,0,0,11,3,860,278,13,2890,121,6,1720,45,3.0,500.0,0,0,3.0,1070.0,19.0,6880.0,4.0,1100.0,0,0,0,0,0,0,0,0,0,0
Silvano Innocentini,0.0,0.0,20,2,100,6,1,30,37,3,90,52,3,240,20,3.0,1100.0,0,0,3.0,370.0,9.0,2280.0,1.0,600.0,0,0,0,0,0,0,0,0,0,0
Filippo Filippi,0.0,0.0,20,2,100,4,0,0,117,2,410,56,1,50,20,3.0,1100.0,0,0,3.0,370.0,9.0,2280.0,1.0,600.0,0,0,0,0,0,0,0,0,0,0
Fiorenzo Fiorini,3.0,0.0,69,3,490,20,5,840,163,5,1300,247,10,2920,75,12.0,1550.0,0,0,6.0,1210.0,9.0,3730.0,5.0,2520.0,0,0,2.0,1380.0,0,0,0,0,1,600
Luigi Beccari,0.0,0.0,19,2,470,8,2,130,13,0,0,90,2,130,20,6.0,1100.0,0,0,2.0,290.0,1.0,1100.0,1.0,500.0,0,0,0,0,0,0,0,0,1,600
Charles Chan Kong,0.0,0.0,19,1,530,3,1,60,50,3,80,58,3,180,20,3.0,700.0,0,0,1.0,120.0,6.0,3600.0,1.0,900.0,0,0,0,0,0,0,0,0,1,70
Jean-Claude Wong Kai In,0.0,0.0,19,1,530,4,0,0,150,3,180,57,1,560,20,3.0,700.0,0,0,1.0,120.0,6.0,3600.0,1.0,900.0,0,0,0,0,0,0,0,0,1,70
Abdullah Gariboo,0.0,0.0,20,0,0,7,2,120,24,1,720,114,3,400,20,5.0,700.0,0,0,3.0,290.0,2.0,490.0,0,0,0,0,0,0,0,0,0,0,0,0
Carlo Alberto Palmieri,0.0,0.0,18,2,2050,3,2,80,105,3,270,43,2,1080,20,4.0,550.0,0,0,0,0,5.0,1990.0,5.0,1460.0,0,0,0,0,0,0,0,0,1,110
Vittorio Di Silvio,0.0,0.0,18,1,1350,4,0,0,68,4,580,40,1,170,20,4.0,550.0,0,0,0,0,5.0,1990.0,5.0,1460.0,0,0,0,0,0,0,0,0,1,110
Sergio Arnaboldi,0.0,0.0,20,0,0,7,0,0,32,2,100,104,2,60,20,4.0,400.0,0,0,4.0,760.0,4.0,1920.0,1.0,400.0,0,0,0,0,0,0,0,0,0,0
Giovanni Turletti Tola,0.0,0.0,20,0,0,7,1,700,59,1,100,103,3,660,20,4.0,400.0,0,0,4.0,760.0,4.0,1920.0,1.0,400.0,0,0,0,0,0,0,0,0,0,0
A.K. Heng,0.0,0.0,54,0,0,17,2,80,215,6,1440,228,8,1160,58,9.0,2050.0,0,0,5.0,850.0,11.0,3620.0,4.0,1680.0,0,0,1.0,760.0,1.0,90.0,0,0,1,140
Ahmet Dedehayir,0.0,0.0,17,1,30,3,0,0,21,1,160,43,2,340,38,9.0,5100.0,0,0,3.0,850.0,10.0,3730.0,2.0,1600.0,0,0,1.0,290.0,2.0,910.0,0,0,1,110
Philippe Mathieu,326.0,4.0,45,1,690,10,1,950,66,0,0,188,5,1050,49,10.0,1300.0,0,0,5.0,590.0,10.0,3180.0,3.0,1940.0,0,0,0,0,0,0,0,0,0,0
Laurent Derivery,0.0,0.0,18,0,0,5,2,300,131,2,60,67,1,100,18,6.0,1050.0,0,0,2.0,100.0,2.0,330.0,2.0,300.0,0,0,0,0,0,0,0,0,0,0
Gopal Hingorani,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,5.0,4850.0,1.0,90.0,1.0,20.0,5.0,1790.0,3.0,3140.0,1.0,1700.0,0,0,1.0,2460.0,0,0,0,0
Harry Choonilal,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,5.0,4850.0,1.0,90.0,1.0,20.0,5.0,1790.0,3.0,3140.0,1.0,1700.0,0,0,1.0,2460.0,0,0,0,0
Janet Pinard,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,8.0,8500.0,1.0,920.0,0,0,5.0,2020.0,3.0,3500.0,0,0,0,0,1.0,1550.0,0,0,0,0
Wacek Kijewski,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,8.0,8500.0,1.0,920.0,0,0,5.0,2020.0,3.0,3500.0,0,0,0,0,1.0,1550.0,0,0,0,0
Yalan Zhang,201.0,0.5,81,1,20,19,3,250,410,8,440,266,3,730,82,8.0,650.0,0,0,7.0,2340.0,25.0,10140.0,2.0,1500.0,0,0,1.0,170.0,0,0,0,0,0,0
Ling Gu,13.0,0.0,170,2,50,43,10,1160,771,30,3590,770,18,2020,194,26.0,3800.0,0,0,18.0,5030.0,47.0,14840.0,9.0,7720.0,1.0,490.0,2.0,950.0,2.0,250.0,0,0,1,80
Yongling Dong,0.0,0.0,13,0,0,6,0,0,0,0,0,92,2,480,16,2.0,250.0,0,0,6.0,1700.0,1.0,170.0,0,0,0,0,0,0,0,0,0,0,0,0
